STT;Mã;Tên;Lĩnh vực;Cơ quan công bố
1867;3.000484.H24;Thủ tục đăng ký cấp lại Giấy xác nhận đủ điều kiện đào tạo về tư vấn, đánh giá Hệ thống quản lý chất lượng theo tiêu chuẩn quốc gia TCVN ISO 9001 cho chuyên gia tư vấn, đánh giá thực hiện tư vấn, đánh giá tại cơ quan, tổ chức thuộc hệ thống hành chính nhà nước;Tiêu chuẩn đo lường chất lượng;UBND Thành phố Hải Phòng
1868;2.001631.000.00.00.H24;Thủ tục đăng ký di vật, cổ vật, bảo vật quốc gia;Di sản văn hóa;UBND Thành phố Hải Phòng
1869;1.004837.000.00.00.H24;Thủ tục đăng ký giám hộ;Hộ tịch;UBND Thành phố Hải Phòng
1870;1.001669.000.00.00.H24;Thủ tục đăng ký giám hộ có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1871;1.013968.H24;Thủ tục đăng ký hợp đồng chuyển quyền sử dụng đối tượng sở hữu công nghiệp;Sở hữu trí tuệ;UBND Thành phố Hải Phòng
1872;1.001193.000.00.00.H24;Thủ tục đăng ký khai sinh;Hộ tịch;UBND Thành phố Hải Phòng
1873;1.004772.000.00.00.H24;Thủ tục đăng ký khai sinh cho người đã có hồ sơ, giấy tờ cá nhân;Hộ tịch;UBND Thành phố Hải Phòng
1874;2.000528.000.00.00.H24;Thủ tục đăng ký khai sinh có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1875;1.000893.000.00.00.H24;Thủ tục đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân;Hộ tịch;UBND Thành phố Hải Phòng
1876;1.000110.000.00.00.H24;Thủ tục đăng ký khai sinh có yếu tố nước ngoài tại khu vực biên giới;Hộ tịch;UBND Thành phố Hải Phòng
1877;1.000689.000.00.00.H24;Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con;Hộ tịch;UBND Thành phố Hải Phòng
1878;1.001695.000.00.00.H24;Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1879;1.003583.000.00.00.H24;Thủ tục đăng ký khai sinh lưu động;Hộ tịch;UBND Thành phố Hải Phòng
1880;1.000656.000.00.00.H24;Thủ tục đăng ký khai tử;Hộ tịch;UBND Thành phố Hải Phòng
1881;1.001766.000.00.00.H24;Thủ tục đăng ký khai tử có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1882;1.004827.000.00.00.H24;Thủ tục đăng ký khai tử có yếu tố nước ngoài tại khu vực biên giới;Hộ tịch;UBND Thành phố Hải Phòng
1883;1.000419.000.00.00.H24;Thủ tục đăng ký khai tử lưu động;Hộ tịch;UBND Thành phố Hải Phòng
1884;1.002939.000.00.00.H24;Thủ tục đăng ký kinh doanh tại khu (điểm) chợ biên giới;Xuất nhập khẩu;UBND Thành phố Hải Phòng
1885;1.000894.000.00.00.H24;Thủ tục đăng ký kết hôn;Hộ tịch;UBND Thành phố Hải Phòng
1886;2.000806.000.00.00.H24;Thủ tục đăng ký kết hôn có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1887;1.000094.000.00.00.H24;Thủ tục đăng ký kết hôn có yếu tố nước ngoài tại khu vực biên giới;Hộ tịch;UBND Thành phố Hải Phòng
1888;1.000593.000.00.00.H24;Thủ tục đăng ký kết hôn lưu động;Hộ tịch;UBND Thành phố Hải Phòng
1889;1.004884.000.00.00.H24;Thủ tục đăng ký lại khai sinh;Hộ tịch;UBND Thành phố Hải Phòng
1890;2.000522.000.00.00.H24;Thủ tục đăng ký lại khai sinh có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1891;2.000497.000.00.00.H24;Thủ tục đăng ký lại khai tử có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1892;1.004746.000.00.00.H24;Thủ tục đăng ký lại kết hôn;Hộ tịch;UBND Thành phố Hải Phòng
1893;2.000513.000.00.00.H24;Thủ tục đăng ký lại kết hôn có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1894;2.002206.000.00.00.H24;Thủ tục đăng ký mã số đơn vị có quan hệ với ngân sách;Tin học - Thống kê;UBND Thành phố Hải Phòng
1895;1.001022.000.00.00.H24;Thủ tục đăng ký nhận cha, mẹ, con;Hộ tịch;UBND Thành phố Hải Phòng
1896;2.000779.000.00.00.H24;Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài;Hộ tịch;UBND Thành phố Hải Phòng
1897;1.000080.000.00.00.H24;Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới;Hộ tịch;UBND Thành phố Hải Phòng
1898;2.001269.000.00.00.H24;Thủ tục đăng ký tham dự sơ tuyển xét tặng giải thưởng chất lượng quốc gia;Tiêu chuẩn đo lường chất lượng;UBND Thành phố Hải Phòng
1899;2.000596.000.00.00.H24;Thủ tục đăng ký tham gia trợ giúp pháp lý;Trợ giúp pháp lý;UBND Thành phố Hải Phòng
1900;2.002723.H24;Thủ tục đăng ký tham gia tuyển chọn nhiệm vụ khoa học và công nghệ cấp cơ sở sử dụng ngân sách nhà nước;Hoạt động khoa học và công nghệ;UBND Thành phố Hải Phòng
1901;2.002710.H24;Thủ tục đăng ký tham gia tuyển chọn nhiệm vụ khoa học và công nghệ cấp tỉnh sử dụng ngân sách nhà nước;Hoạt động khoa học và công nghệ;UBND Thành phố Hải Phòng
1902;1.003676.000.00.00.H24;Thủ tục đăng ký tổ chức lễ hội (thẩm quyền của UBND cấp tỉnh);Văn hóa;UBND Thành phố Hải Phòng
1903;1.014383.H24;Thủ tục đặt và tổ chức xét tặng giải thưởng của tổ chức, cá nhân cư trú hoặc hoạt động hợp pháp tại Việt Nam;Hoạt động khoa học và công nghệ;UBND Thành phố Hải Phòng
1904;1.012660.H24;Thủ tục đề nghị cho người nước ngoài học tại cơ sở đào tạo tôn giáo ở Việt nam (Cấp Tỉnh);Tín ngưỡng, tôn giáo;UBND Thành phố Hải Phòng
1905;1.012672.000.00.00.H24;Thủ tục đề nghị công nhận tổ chức tôn giáo có địa bàn hoạt động ở một tỉnh (Cấp Tỉnh);Tín ngưỡng, tôn giáo;UBND Thành phố Hải Phòng
1906;3.000253.000.00.00.H24;Thủ tục đề nghị cấp/cấp lại Tem kiểm định và Tem nộp phí sử dụng đường bộ;Thuế;UBND Thành phố Hải Phòng
1907;1.012655.H24;Thủ tục đề nghị mời chức sắc, nhà tu hành là người nước ngoài đến giảng đạo cho nhóm người nước ngoài sinh hoạt tôn giáo tập trung (Cấp Tỉnh);Tín ngưỡng, tôn giáo;UBND Thành phố Hải Phòng
1908;1.014339.H24;Thủ tục đề nghị thay đổi trụ sở của tổ chức tôn giáo, tổ chức tôn giáo trực thuộc;Tín ngưỡng, tôn giáo;UBND Thành phố Hải Phòng
1909;3.000254.000.00.00.H24;Thủ tục đề nghị trả lại phù hiệu, biển hiệu;Thuế;UBND Thành phố Hải Phòng
1910;1.009671.000.00.00.H24;Thủ tục đổi Giấy chứng nhận đăng ký đầu tư;Đầu tư tại Việt nam;UBND Thành phố Hải Phòng
1911;1.009773.000.00.00.H24;Thủ tục đổi Giấy chứng nhận đăng ký đầu tư (BQL);Đầu tư tại Việt nam;UBND Thành phố Hải Phòng
1912;1.014027.H24;Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội;Bảo trợ xã hội;UBND Thành phố Hải Phòng
1913;1.001776.000.00.00.H24;Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng;Bảo trợ xã hội;UBND Thành phố Hải Phòng
1914;2.002482.000.00.00.H24;Tiếp nhận học sinh trung học cơ sở Việt Nam về nước;Giáo dục trung học;UBND Thành phố Hải Phòng
1915;2.002483.000.00.00.H24;Tiếp nhận học sinh trung học cơ sở người nước ngoài;Giáo dục trung học;UBND Thành phố Hải Phòng
1916;2.002479.000.00.00.H24;Tiếp nhận học sinh trung học phổ thông Việt Nam về nước;Giáo dục trung học;UBND Thành phố Hải Phòng
1917;2.002480.000.00.00.H24;Tiếp nhận học sinh trung học phổ thông người nước ngoài;Giáo dục trung học;UBND Thành phố Hải Phòng
1918;1.010812.000.00.00.H24;Tiếp nhận người có công vào cơ sở nuôi dưỡng, điều dưỡng người có công do tỉnh quản lý;Người có công;UBND Thành phố Hải Phòng
1919;1.014116.H24;Tiếp nhận vào công chức không giữ chức vụ lãnh đạo, quản lý;Công chức, viên chức;UBND Thành phố Hải Phòng
1920;2.000286.000.00.00.H24;Tiếp nhận đối tượng bảo trợ xã hội có hoàn cảnh đặc biệt khó khăn vào cơ sở trợ giúp xã hội;Bảo trợ xã hội;UBND Thành phố Hải Phòng
1921;2.000282.000.00.00.H24;Tiếp nhận đối tượng cần bảo vệ khẩn cấp vào cơ sở trợ giúp xã hội;Bảo trợ xã hội;UBND Thành phố Hải Phòng
1922;2.001904.000.00.00.H24;Tiếp nhận đối tượng học bổ túc trung học cơ sở;Giáo dục trung học;UBND Thành phố Hải Phòng
1923;3.000447.H24;Tiếp tục cho lưu hành thiết bị y tế trong trường hợp chủ sở hữu thiết bị y tế không tiếp tục sản xuất hoặc phá sản, giải thể đối với thiết bị y tế loại A, B;Thiết bị y tế;UBND Thành phố Hải Phòng
1924;1.001966.000.00.00.H24;Tiếp tục hưởng trợ cấp thất nghiệp;Việc làm;UBND Thành phố Hải Phòng
1925;1.014323.H24;Tiếp tục hưởng trợ cấp thất nghiệp (Trung tâm Dữ liệu QG);Việc làm;UBND Thành phố Hải Phòng
1926;1.009491.000.00.00.H24;Trình tự chuẩn bị dự án đầu tư do nhà đầu tư đề xuất (cấp tỉnh);Đầu tư theo phương thức đối tác công tư;UBND Thành phố Hải Phòng
1927;1.012501.000.00.00.H24;Trả lại giấy phép hành nghề khoan nước dưới đất;Tài nguyên nước;UBND Thành phố Hải Phòng
1928;1.014269.H24;Trả lại giấy phép khai thác khoáng sản (cấp Tỉnh);Địa chất và khoáng sản;UBND Thành phố Hải Phòng
1929;1.014288.H24;Trả lại giấy phép khai thác khoáng sản nhóm IV;Địa chất và khoáng sản;UBND Thành phố Hải Phòng
1930;1.000942.000.00.00.H24;Trả lại giấy phép nhận chìm (cấp tỉnh);Biển và hải đảo;UBND Thành phố Hải Phòng
1931;1.014282.H24;Trả lại giấy phép thai thác tận thu khoáng sản;Địa chất và khoáng sản;UBND Thành phố Hải Phòng
1932;1.014268.H24;Trả lại giấy phép thăm dò khoáng sản (cấp Tỉnh);Địa chất và khoáng sản;UBND Thành phố Hải Phòng
1933;1.011518.000.00.00.H24;Trả lại giấy phép thăm dò nước dưới đất, giấy phép khai thác tài nguyên nước .;Tài nguyên nước;UBND Thành phố Hải Phòng
1934;1.005399.000.00.00.H24;Trả lại khu vực biển (cấp tỉnh);Biển và hải đảo;UBND Thành phố Hải Phòng
1935;3.000441.H24;Trả lại khu vực biển cho cá nhân Việt Nam để nuôi trồng thủy sản;Biển và hải đảo;UBND Thành phố Hải Phòng
1936;1.010092.000.00.00.H24;Trợ cấp tiền tuất, tai nạn (đối với trường hợp tai nạn suy giảm khả năng lao động từ 5% trở lên) cho lực lượng xung kích phòng chống thiên tai cấp xã chưa tham gia bảo hiểm xã hội;Quản lý Đê điều và Phòng, chống thiên tai;UBND Thành phố Hải Phòng
1937;2.001396.000.00.00.H24;Trợ cấp hàng tháng đối với thanh niên xung phong đã hoàn thành nhiệm vụ trong kháng chiến;Người có công;UBND Thành phố Hải Phòng
1938;2.001157.000.00.00.H24;Trợ cấp một lần đối với thanh niên xung phong đã hoàn thành nhiệm vụ trong kháng chiến;Người có công;UBND Thành phố Hải Phòng
1939;1.008950.000.00.00.H24;Trợ cấp đối với trẻ em mầm non là con công nhân, người lao động làm việc tại khu công nghiệp;Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân;UBND Thành phố Hải Phòng
1940;3.000182.000.00.00.H24;Tuyển sinh trung học cơ sở;Giáo dục trung học;UBND Thành phố Hải Phòng
1941;1.011978;Tuyển sinh trung học cơ sở;Giáo dục mầm non;UBND Thành phố Hải Phòng
1942;3.000181.000.00.00.H24;Tuyển sinh trung học phổ thông;Giáo dục trung học;UBND Thành phố Hải Phòng
1943;1.012784.000.00.00.H24;Tách thửa hoặc hợp thửa đất.;Đất đai;UBND Thành phố Hải Phòng
1944;1.004669.H24;Tên thủ tục: Cấp, cấp lại, gia hạn giấy phép nuôi trồng thủy sản trên biển đối với nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài;Thủy sản;UBND Thành phố Hải Phòng
1945;1.009669.000.00.00.H24;Tính tiền cấp quyền khai thác tài nguyên nước đối với công trình chưa vận hành .;Tài nguyên nước;UBND Thành phố Hải Phòng
1946;1.012505.000.00.00.H24;Tính tiền cấp quyền khai thác tài nguyên nước đối với công trình cấp cho sinh hoạt đã đi vào vận hành và được cấp giấy phép khai thác tài nguyên nước nhưng chưa được phê duyệt tiền cấp quyền;Tài nguyên nước;UBND Thành phố Hải Phòng
1947;2.001770.000.00.00.H24;Tính tiền cấp quyền khai thác tài nguyên nước đối với công trình đã vận hành .;Tài nguyên nước;UBND Thành phố Hải Phòng
1948;1.012500.000.00.00.H24;Tạm dừng hiệu lực giấy phép thăm dò nước dưới đất, giấy phép khai thác tài nguyên nước.;Tài nguyên nước;UBND Thành phố Hải Phòng
1949;1.001973.000.00.00.H24;Tạm dừng hưởng trợ cấp thất nghiệp;Việc làm;UBND Thành phố Hải Phòng
1950;1.014322.H24;Tạm dừng hưởng trợ cấp thất nghiệp (Trung tâm Dữ liệu QG);Việc làm;UBND Thành phố Hải Phòng
1951;1.001570.000.00.00.H24;Tạm ngừng kinh doanh, tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh;Thành lập và hoạt động doanh nghiệp (hộ kinh doanh);UBND Thành phố Hải Phòng
1952;1.002395.000.00.00.H24;Tạm ngừng, đình chỉ hoạt động, chấm dứt kinh doanh tại doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ (do Ủy ban nhân dân cấp tỉnh quyết định thành lập hoặc giao quản lý);Thành lập và sắp xếp lại doanh nghiệp do Nhà nước nắm giữ 100 phần trăm vốn điều lệ;UBND Thành phố Hải Phòng
1953;1.013979.H24;Tặng cho quyền sử dụng đất cho Nhà nước hoặc cộng đồng dân cư hoặc mở rộng đường giao thông đối với trường hợp thửa đất chưa được cấp Giấy chứng nhận;Đất đai;UBND Thành phố Hải Phòng
1954;1.013945.H24;Tổ chức kinh tế nhận chuyển nhượng, thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử dụng đất để thực hiện dự án đầu tư;Đất đai;UBND Thành phố Hải Phòng
1955;1.014275.H24;Tổ chức kinh tế nhận chuyển nhượng, thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử dụng đất để thực hiện dự án đầu tư.;Đất đai;UBND Thành phố Hải Phòng
1956;1.011547.H24;Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh;Việc làm;UBND Thành phố Hải Phòng
