STT;Mã;Tên công ty;Sàn;Phân ngành - L1;Phân ngành - L2;Phân ngành - L3;Phân ngành - L4;Phân ngành - L5;"Vốn hóa
(tỷ VNĐ)"
1.400;VC9;Xây dựng số 9;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;75
1.401;S72;Sông Đà 7.02;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;74
1.402;INC;Tư vấn Đầu tư IDICO;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;74
1.403;TVA;Sứ Viglacera Thanh Trì;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;71
1.404;DLR;Địa ốc Đà Lạt;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;68
1.405;SD2;Sông Đà 2;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;68
1.406;SIG;Đầu tư và Thương mại Sông Đà;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;67
1.407;HMR;Đá Hoàng Mai;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Khai thác đá;66
1.408;TVH;Tư vấn XD công trình Hàng hải;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;65
1.409;PNT;Kỹ thuật XD Phú Nhuận;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;65
1.410;CT3;Xây dựng công trình 3;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;64
1.411;HAS;Hacisco;HOSE;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;64
1.412;TTC;Gạch men Thanh Thanh;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch ốp lát & Vật liệu lát;64
1.413;TGG;The Golden Group;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;63
1.414;DID;DIC - Đồng Tiến;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;62
1.415;BCO;Xây dựng Bình Phước;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;62
1.416;SHG;Tổng Công ty Sông Hồng;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;62
1.417;SVN;Tập đoàn Vexilla Việt Nam;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;61
1.418;PXI;XL CN và dân dụng Dầu khí;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;60
1.419;CT6;Công trình 6;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;60
1.420;MCC;Gạch ngói cao cấp;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;60
1.421;DC2;DIC Số 2;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;60
1.422;TA6;Đầu tư và Xây lắp Thành An 665;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;59
1.423;TMX;Thương mại Xi măng;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;59
1.424;CDO;Tư vấn Thiết kế và PT Đô thị;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;59
1.425;HU1;Xây dựng HUD1;HOSE;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;58
1.426;HCI;Đầu tư - XD Hà Nội;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;58
1.427;TEL;Phát triển công trình viễn thông;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;58
1.428;CH5;Xây dựng số 5 Hà Nội;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;57
1.429;NDX;Phát triển Nhà Đà Nẵng;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;55
1.430;USC;Khảo sát và Xây dựng - USCO;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;54
1.431;PXT;Xây lắp Đường ống Dầu khí;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;54
1.432;CHC;Nội thất Cẩm Hà;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;51
1.433;DVW;DV và XD cấp nước Đồng Nai;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;48
1.434;DTC;Viglacera Đông Triều;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;47
1.435;PCM;VLXD Bưu điện;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;46
1.436;DC1;Phát triển Xây dựng số 1 (DIC1);UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;45
1.437;MCO;BDC Việt Nam;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;45
1.438;VIH;Viglacera Hà Nội;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch ốp lát & Vật liệu lát;45
1.439;HEJ;Tư vấn Xây dựng Thủy Lợi VN;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;44
1.440;MEC;Lắp máy Sông Đà;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;43
1.441;PVV;Vinaconex 39;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;43
1.442;PTD;Thiết kế-XD-TM Phúc Thịnh;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;40
1.443;DCR;Gạch men COSEVCO;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch ốp lát & Vật liệu lát;40
1.444;VCE;Xây lắp Môi trường;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;40
1.445;LG9;Cơ giới và XL số 9 (Licogi 9);UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;39
1.446;QTC;GTVT Quảng Nam;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;38
1.447;CEG;XD và Thiết bị Công nghiệp;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;37
1.448;DXV;Vật liệu Xây dựng Đà Nẵng;HOSE;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng bán buôn;37
1.449;HU3;Xây dựng HUD3;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;36
1.450;E29;Đầu tư XD và Kỹ thuật 29;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;35
1.451;PEN;Xây lắp III Petrolimex;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;34
1.452;SD7;Sông Đà 7;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;34
1.453;TBX;Xi măng Thái Bình;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;34
1.454;ALV;Xây dựng ALVICO;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;34
1.455;LCD;Thí nghiệm cơ điện;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;33
1.456;SJM;Sông Đà 19;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;33
1.457;NXT;SX và Cung ứng VLXD Kon Tum;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;32
1.458;DVG;Tập đoàn Sơn Đại Việt;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sơn và chất phủ;32
1.459;TXM;Thạch cao Xi măng;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;31
1.460;CYC;Gạch men Chang YIH;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch ốp lát & Vật liệu lát;31
1.461;CID;Xây dựng và Phát triển Cơ sở Hạ tầng;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;30
1.462;XLV;XL và DV Sông Đà;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;29
1.463;SD4;Sông Đà 4;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;29
1.464;SJC;Sông Đà 1.01;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;28
1.465;VTA;Gạch men VITALY;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch ốp lát & Vật liệu lát;28
1.466;VHH;Kinh doanh nhà Thành Đạt;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;28
1.467;CGV;Vinaceglass JSC;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;28
1.468;ACS;Xây lắp Thương mại 2;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;27
1.469;L12;LICOGI 12;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;26
1.470;ICI;Đầu tư và XD Công nghiệp;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;26
1.471;VE9;VNECO 9;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;26
1.472;CDR;Xây dựng Cao su Đồng Nai;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;26
1.473;PTE;Xi măng Phú Thọ;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;25
1.474;VTS;Gạch Ngói Từ Sơn;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;25
1.475;SDD;Xây lắp Sông Đà;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;24
1.476;BMN;Công ty 715;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;24
1.477;DIC;ĐT và TM DIC;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;24
1.478;L45;Lilama 45.1;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;23
1.479;TS3;Trường Sơn 532;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;22
1.480;PTO;Xây dựng Công trình Bưu điện;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;21
1.481;VE2;Xây dựng Điện VNECO 2;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;21
1.482;VW3;VIWASEEN.3;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;20
1.483;XMD;Xuân Mai - Đạo Tú;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;20
1.484;TVG;XD Giao thông Vận tải;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;20
1.485;VE1;VNECO 1;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;20
1.486;C92;Xây dựng và Đầu tư 492;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;19
1.487;CI5;Đầu tư Xây dựng số 5;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;19
1.488;CX8;Constrexim số 8;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;19
1.489;TKC;Địa ốc Tân Kỷ;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;18
1.490;LM3;Lilama 3;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;18
1.491;PSG;XL Dầu khí Sài Gòn;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;18
1.492;UMC;Công trình đô thị Nam Định;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;17
1.493;S12;Sông Đà 12;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;17
1.494;HLY;Gốm Xây Dựng Yên Hưng;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;16
1.495;QNT;Tư vấn và Đầu tư Phát triển Quảng Nam;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;16
1.496;PLE;Tư vấn Xây dựng Petrolimex;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;16
1.497;CMI;CMISTONE Việt Nam;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Khai thác đá;16
1.498;KCE;Bê tông Ly tâm ĐL Khánh Hòa;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;16
1.499;C12;Cầu 12;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;16
1.500;CIP;XL và SX công nghiệp;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;15
1.501;DCT;Tấm lợp VLXD Đồng Nai;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng khác;15
1.502;TTZ;Xây dựng Tiến Trung;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;14
1.503;SDJ;Sông Đà 25;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;13
1.504;CTA;Xây dựng Vinavico;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;13
1.505;PVH;Xây lắp Dầu khí Thanh Hóa;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;13
1.506;BTN;Gạch Tuy Nen Bình Định;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;11
1.507;PID;Trang trí nội thất Dầu khí;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng bán buôn;11
1.508;PVA;Xây dựng dầu khí Nghệ An;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;11
1.509;SDP;Công ty Cổ phần SDP;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Vật liệu xây dựng bán buôn;11
1.510;VPC;V- Power;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;11
1.511;QCC;Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;11
1.512;LUT;Đầu tư Xây dựng Lương Tài;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;10
1.513;VE3;Xây dựng điện VNECO 3;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;10
1.514;BHC;Bê tông Biên Hòa;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất bê tông;10
1.515;VE8;Xây dựng Điện Vneco 8;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;10
1.516;SCC;Thương mại Đầu tư SHB;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;10
1.517;ATB;Công ty An Thịnh;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;9
1.518;RCD;XD - Địa ốc Cao su;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;8
1.519;SDY;Xi măng Sông Đà Yaly;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;8
1.520;CDG;VLXD Cầu Đuống;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Sản xuất gạch;8
1.521;PXM;Xây lắp Dầu khí Miền Trung;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;8
1.522;E12;XD Điện VNECO 12;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;7
1.523;LCS;Licogi 16.6;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;7
1.524;KTT;Tập đoàn Đầu tư KTT;HNX;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;7
1.525;LCC;Xi măng Hồng Phong;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Vật liệu xây dựng & Nội thất;Xi măng;6
1.526;TBT;XD Công trình GT Bến Tre;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;6
1.527;H11;Xây dựng HUD101;UPCoM;Công nghiệp;Xây dựng và Vật liệu;Xây dựng và Vật liệu;Xây dựng;Xây dựng;6
